County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,Good_to_Moderate_Ratio,Unhealthy_Days_Percentage
Person,2010,213.0,123.0,79.0,11.0,0.0,0.0,0.0,129.0,87.0,48.0,0.0,0.0,213.0,0.0,0.0,1.5569620253164558,5.164319248826291
Robeson,2010,121.0,84.0,37.0,0.0,0.0,0.0,0.0,83.0,58.0,41.0,0.0,0.0,0.0,121.0,0.0,2.27027027027027,0.0
Rockingham,2010,214.0,117.0,88.0,8.0,1.0,0.0,0.0,156.0,90.0,49.0,0.0,0.0,214.0,0.0,0.0,1.3295454545454546,4.205607476635514
Rowan,2010,365.0,180.0,164.0,20.0,1.0,0.0,0.0,169.0,93.0,51.0,0.0,0.0,224.0,141.0,0.0,1.0975609756097562,5.7534246575342465
Swain,2010,359.0,243.0,116.0,0.0,0.0,0.0,0.0,97.0,61.0,43.0,0.0,0.0,72.0,287.0,0.0,2.0948275862068964,0.0
Union,2010,221.0,139.0,75.0,7.0,0.0,0.0,0.0,115.0,80.0,45.0,0.0,0.0,221.0,0.0,0.0,1.8533333333333333,3.167420814479638
Watauga,2010,119.0,93.0,26.0,0.0,0.0,0.0,0.0,71.0,55.0,35.0,0.0,0.0,0.0,119.0,0.0,3.576923076923077,0.0
Wayne,2010,356.0,243.0,113.0,0.0,0.0,0.0,0.0,92.0,59.0,43.0,0.0,0.0,0.0,356.0,0.0,2.150442477876106,0.0
Yancey,2010,211.0,130.0,74.0,7.0,0.0,0.0,0.0,129.0,80.0,48.0,0.0,0.0,211.0,0.0,0.0,1.7567567567567568,3.3175355450236967
Alamance,2011,365.0,242.0,121.0,2.0,0.0,0.0,0.0,108.0,62.0,43.0,0.0,0.0,0.0,365.0,0.0,2.0,0.547945205479452
Alexander,2011,210.0,155.0,52.0,3.0,0.0,0.0,0.0,105.0,64.0,46.0,0.0,0.0,210.0,0.0,0.0,2.980769230769231,1.4285714285714286
Avery,2011,362.0,297.0,65.0,0.0,0.0,0.0,0.0,84.0,58.0,43.0,0.0,0.0,347.0,15.0,0.0,4.569230769230769,0.0
Caldwell,2011,214.0,161.0,53.0,0.0,0.0,0.0,0.0,100.0,61.0,45.0,0.0,0.0,214.0,0.0,0.0,3.0377358490566038,0.0
Carteret,2011,272.0,239.0,33.0,0.0,0.0,0.0,0.0,87.0,51.0,39.0,0.0,0.0,272.0,0.0,0.0,7.242424242424242,0.0
Caswell,2011,363.0,243.0,117.0,3.0,0.0,0.0,0.0,129.0,68.0,43.0,0.0,0.0,151.0,212.0,0.0,2.076923076923077,0.8264462809917356
Catawba,2011,365.0,229.0,136.0,0.0,0.0,0.0,0.0,93.0,63.0,43.0,0.0,0.0,0.0,365.0,0.0,1.6838235294117647,0.0
Chatham,2011,261.0,200.0,61.0,0.0,0.0,0.0,0.0,100.0,64.0,41.0,0.0,0.0,190.0,71.0,0.0,3.278688524590164,0.0
Davidson,2011,360.0,211.0,149.0,0.0,0.0,0.0,0.0,79.0,63.0,47.0,0.0,0.0,0.0,360.0,0.0,1.4161073825503356,0.0
Davie,2011,214.0,141.0,66.0,7.0,0.0,0.0,0.0,119.0,80.0,47.0,0.0,0.0,214.0,0.0,0.0,2.1363636363636362,3.2710280373831773
Duplin,2011,119.0,92.0,26.0,1.0,0.0,0.0,0.0,112.0,59.0,34.0,0.0,0.0,0.0,119.0,0.0,3.5384615384615383,0.8403361344537815
Durham,2011,365.0,251.0,111.0,3.0,0.0,0.0,0.0,122.0,74.0,43.0,0.0,0.0,146.0,219.0,0.0,2.2612612612612613,0.821917808219178
Edgecombe,2011,298.0,200.0,91.0,7.0,0.0,0.0,0.0,122.0,77.0,43.0,0.0,0.0,125.0,173.0,0.0,2.197802197802198,2.348993288590604
Forsyth,2011,365.0,211.0,141.0,13.0,0.0,0.0,0.0,147.0,80.0,47.0,0.0,13.0,157.0,195.0,0.0,1.49645390070922,3.5616438356164384
Franklin,2011,214.0,156.0,54.0,4.0,0.0,0.0,0.0,136.0,80.0,45.0,0.0,0.0,214.0,0.0,0.0,2.888888888888889,1.8691588785046727
Gaston,2011,345.0,219.0,126.0,0.0,0.0,0.0,0.0,89.0,62.0,43.0,0.0,0.0,0.0,345.0,0.0,1.7380952380952381,0.0
Graham,2011,204.0,106.0,91.0,7.0,0.0,0.0,0.0,122.0,87.0,50.0,0.0,0.0,204.0,0.0,0.0,1.164835164835165,3.431372549019608
Granville,2011,212.0,130.0,78.0,3.0,1.0,0.0,0.0,156.0,90.0,49.0,0.0,0.0,212.0,0.0,0.0,1.6666666666666667,1.8867924528301887
Guilford,2011,361.0,220.0,130.0,11.0,0.0,0.0,0.0,140.0,80.0,47.0,0.0,0.0,167.0,194.0,0.0,1.6923076923076923,3.0470914127423825
Haywood,2011,271.0,157.0,110.0,4.0,0.0,0.0,0.0,122.0,74.0,49.0,0.0,0.0,198.0,73.0,0.0,1.4272727272727272,1.4760147601476015
Hyde,2011,110.0,95.0,14.0,1.0,0.0,0.0,0.0,127.0,56.0,23.0,0.0,0.0,0.0,110.0,0.0,6.785714285714286,0.9090909090909091
Jackson,2011,265.0,156.0,105.0,4.0,0.0,0.0,0.0,126.0,74.0,48.0,0.0,0.0,199.0,66.0,0.0,1.4857142857142858,1.509433962264151
Johnston,2011,257.0,169.0,81.0,7.0,0.0,0.0,0.0,136.0,80.0,45.0,0.0,0.0,197.0,60.0,0.0,2.0864197530864197,2.7237354085603114
Lenoir,2011,259.0,185.0,69.0,4.0,1.0,0.0,0.0,159.0,74.0,44.0,0.0,0.0,189.0,70.0,0.0,2.681159420289855,1.9305019305019304
Lincoln,2011,213.0,126.0,75.0,12.0,0.0,0.0,0.0,129.0,87.0,48.0,0.0,0.0,213.0,0.0,0.0,1.68,5.633802816901409
Macon,2011,328.0,296.0,32.0,0.0,0.0,0.0,0.0,97.0,50.0,38.0,0.0,0.0,328.0,0.0,0.0,9.25,0.0
Martin,2011,345.0,254.0,88.0,2.0,1.0,0.0,0.0,172.0,67.0,40.0,0.0,0.0,132.0,213.0,0.0,2.8863636363636362,0.8695652173913043
McDowell,2011,357.0,239.0,118.0,0.0,0.0,0.0,0.0,83.0,62.0,40.0,0.0,0.0,0.0,357.0,0.0,2.0254237288135593,0.0
Mitchell,2011,117.0,91.0,26.0,0.0,0.0,0.0,0.0,75.0,55.0,38.0,0.0,0.0,0.0,117.0,0.0,3.5,0.0
Montgomery,2011,342.0,257.0,84.0,1.0,0.0,0.0,0.0,112.0,64.0,42.0,0.0,0.0,302.0,40.0,0.0,3.0595238095238093,0.29239766081871343
Person,2011,214.0,141.0,68.0,5.0,0.0,0.0,0.0,143.0,77.0,46.0,0.0,0.0,214.0,0.0,0.0,2.073529411764706,2.336448598130841
Robeson,2011,121.0,85.0,36.0,0.0,0.0,0.0,0.0,100.0,61.0,39.0,0.0,0.0,0.0,121.0,0.0,2.361111111111111,0.0
Rockingham,2011,212.0,119.0,89.0,4.0,0.0,0.0,0.0,129.0,84.0,49.0,0.0,0.0,212.0,0.0,0.0,1.3370786516853932,1.8867924528301887
Rowan,2011,365.0,193.0,148.0,23.0,1.0,0.0,0.0,159.0,87.0,50.0,0.0,0.0,235.0,130.0,0.0,1.304054054054054,6.575342465753424
