County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,Good_to_Moderate_Ratio,Unhealthy_Days_Percentage
Buncombe,2000,260.0,129.0,110.0,15.0,6.0,0.0,0.0,179.0,93.0,51.0,0.0,0.0,176.0,84.0,0.0,1.1727272727272726,8.076923076923077
Buncombe,2001,253.0,141.0,100.0,11.0,1.0,0.0,0.0,171.0,87.0,48.0,0.0,0.0,174.0,78.0,1.0,1.41,4.743083003952568
Buncombe,2002,260.0,144.0,83.0,27.0,6.0,0.0,0.0,179.0,108.0,48.0,0.0,0.0,172.0,88.0,0.0,1.7349397590361446,12.692307692307692
Buncombe,2003,303.0,178.0,119.0,6.0,0.0,0.0,0.0,137.0,72.0,46.0,0.0,0.0,90.0,213.0,0.0,1.495798319327731,1.9801980198019802
Buncombe,2004,357.0,187.0,166.0,4.0,0.0,0.0,0.0,133.0,74.0,49.0,0.0,0.0,82.0,275.0,0.0,1.1265060240963856,1.1204481792717087
Buncombe,2005,362.0,192.0,159.0,10.0,1.0,0.0,0.0,154.0,80.0,49.0,0.0,0.0,82.0,280.0,0.0,1.2075471698113207,3.0386740331491713
Buncombe,2006,364.0,182.0,177.0,5.0,0.0,0.0,0.0,143.0,74.0,51.0,0.0,0.0,83.0,281.0,0.0,1.0282485875706215,1.3736263736263736
Buncombe,2007,344.0,161.0,173.0,10.0,0.0,0.0,0.0,122.0,80.0,53.0,0.0,0.0,96.0,248.0,0.0,0.930635838150289,2.9069767441860463
Buncombe,2008,364.0,215.0,145.0,4.0,0.0,0.0,0.0,133.0,71.0,45.0,0.0,0.0,107.0,257.0,0.0,1.4827586206896552,1.098901098901099
Buncombe,2009,363.0,272.0,91.0,0.0,0.0,0.0,0.0,97.0,59.0,40.0,0.0,0.0,99.0,264.0,0.0,2.989010989010989,0.0
Buncombe,2010,364.0,246.0,114.0,4.0,0.0,0.0,0.0,119.0,65.0,44.0,0.0,0.0,119.0,245.0,0.0,2.1578947368421053,1.098901098901099
Buncombe,2011,364.0,261.0,103.0,0.0,0.0,0.0,0.0,100.0,64.0,42.0,0.0,0.0,140.0,224.0,0.0,2.533980582524272,0.0
Buncombe,2012,366.0,291.0,73.0,2.0,0.0,0.0,0.0,150.0,57.0,40.0,0.0,0.0,139.0,227.0,0.0,3.9863013698630136,0.546448087431694
Buncombe,2013,365.0,313.0,52.0,0.0,0.0,0.0,0.0,97.0,53.0,36.0,0.0,0.0,137.0,228.0,0.0,6.019230769230769,0.0
Buncombe,2014,364.0,304.0,60.0,0.0,0.0,0.0,0.0,93.0,55.0,37.0,0.0,0.0,145.0,219.0,0.0,5.066666666666666,0.0
Buncombe,2015,363.0,314.0,49.0,0.0,0.0,0.0,0.0,87.0,55.0,36.0,0.0,0.0,165.0,198.0,0.0,6.408163265306122,0.0
Buncombe,2016,366.0,300.0,58.0,4.0,4.0,0.0,0.0,167.0,58.0,38.0,0.0,0.0,167.0,199.0,0.0,5.172413793103448,2.185792349726776
Buncombe,2017,365.0,325.0,40.0,0.0,0.0,0.0,0.0,84.0,51.0,39.0,0.0,0.0,184.0,181.0,0.0,8.125,0.0
Buncombe,2018,364.0,317.0,47.0,0.0,0.0,0.0,0.0,93.0,53.0,35.0,0.0,0.0,193.0,171.0,0.0,6.74468085106383,0.0
Buncombe,2019,365.0,328.0,37.0,0.0,0.0,0.0,0.0,84.0,51.0,38.0,0.0,0.0,197.0,168.0,0.0,8.864864864864865,0.0
Buncombe,2020,363.0,353.0,10.0,0.0,0.0,0.0,0.0,97.0,45.0,31.0,0.0,0.0,210.0,153.0,0.0,35.3,0.0
Buncombe,2021,365.0,320.0,45.0,0.0,0.0,0.0,0.0,78.0,52.0,35.0,0.0,0.0,175.0,190.0,0.0,7.111111111111111,0.0
Buncombe,2022,273.0,255.0,18.0,0.0,0.0,0.0,0.0,74.0,48.0,37.0,0.0,0.0,192.0,81.0,0.0,14.166666666666666,0.0
Buncombe,1980,174.0,104.0,38.0,26.0,6.0,0.0,0.0,164.0,122.0,45.0,0.0,0.0,174.0,0.0,0.0,2.736842105263158,18.39080459770115
Buncombe,1981,167.0,102.0,53.0,12.0,0.0,0.0,0.0,136.0,90.0,47.0,0.0,0.0,167.0,0.0,0.0,1.9245283018867925,7.18562874251497
Buncombe,1982,135.0,103.0,28.0,4.0,0.0,0.0,0.0,136.0,71.0,43.0,0.0,0.0,135.0,0.0,0.0,3.6785714285714284,2.9629629629629632
Buncombe,1983,182.0,58.0,76.0,41.0,7.0,0.0,0.0,164.0,126.0,74.0,0.0,0.0,182.0,0.0,0.0,0.7631578947368421,26.373626373626376
Buncombe,1984,208.0,183.0,23.0,2.0,0.0,0.0,0.0,136.0,58.0,37.0,0.0,0.0,208.0,0.0,0.0,7.956521739130435,0.9615384615384616
Buncombe,1985,192.0,148.0,44.0,0.0,0.0,0.0,0.0,100.0,71.0,40.0,0.0,0.0,192.0,0.0,0.0,3.3636363636363638,0.0
Buncombe,1986,215.0,148.0,51.0,14.0,2.0,0.0,0.0,156.0,97.0,40.0,0.0,0.0,204.0,0.0,11.0,2.9019607843137254,7.441860465116279
Buncombe,1987,231.0,168.0,57.0,5.0,1.0,0.0,0.0,161.0,74.0,44.0,0.0,0.0,204.0,0.0,27.0,2.9473684210526314,2.5974025974025974
Buncombe,1988,156.0,59.0,64.0,26.0,7.0,0.0,0.0,195.0,115.0,64.0,0.0,0.0,123.0,0.0,33.0,0.921875,21.153846153846153
Buncombe,1989,232.0,188.0,39.0,5.0,0.0,0.0,0.0,143.0,74.0,39.0,0.0,0.0,202.0,0.0,30.0,4.82051282051282,2.1551724137931036
Buncombe,1990,233.0,195.0,32.0,6.0,0.0,0.0,0.0,136.0,64.0,38.0,0.0,0.0,208.0,0.0,25.0,6.09375,2.575107296137339
Buncombe,1991,234.0,221.0,13.0,0.0,0.0,0.0,0.0,93.0,48.0,32.0,0.0,0.0,209.0,0.0,25.0,17.0,0.0
Buncombe,1992,235.0,211.0,23.0,1.0,0.0,0.0,0.0,101.0,51.0,36.0,0.0,0.0,207.0,0.0,28.0,9.173913043478262,0.425531914893617
Buncombe,1993,287.0,252.0,34.0,1.0,0.0,0.0,0.0,108.0,54.0,36.0,0.0,0.0,176.0,0.0,111.0,7.411764705882353,0.34843205574912894
Buncombe,1994,365.0,328.0,34.0,3.0,0.0,0.0,0.0,129.0,51.0,32.0,0.0,0.0,203.0,0.0,162.0,9.647058823529411,0.821917808219178
Buncombe,1995,365.0,314.0,41.0,10.0,0.0,0.0,0.0,126.0,61.0,30.0,0.0,0.0,192.0,0.0,173.0,7.658536585365853,2.73972602739726
Buncombe,1996,360.0,314.0,40.0,6.0,0.0,0.0,0.0,126.0,61.0,33.0,0.0,0.0,199.0,0.0,161.0,7.85,1.6666666666666667
Buncombe,1997,355.0,284.0,63.0,8.0,0.0,0.0,0.0,126.0,74.0,32.0,0.0,0.0,204.0,0.0,151.0,4.507936507936508,2.2535211267605635
Buncombe,1998,339.0,244.0,64.0,26.0,5.0,0.0,0.0,195.0,97.0,36.0,0.0,0.0,210.0,0.0,129.0,3.8125,9.144542772861357
Buncombe,1999,256.0,112.0,108.0,35.0,1.0,0.0,0.0,159.0,112.0,56.0,0.0,0.0,169.0,84.0,3.0,1.037037037037037,14.0625
Mecklenburg,2000,366.0,90.0,213.0,43.0,17.0,3.0,0.0,222.0,122.0,63.0,1.0,20.0,116.0,229.0,0.0,0.4225352112676056,17.21311475409836
Mecklenburg,2001,365.0,96.0,212.0,46.0,10.0,1.0,0.0,201.0,113.0,59.0,0.0,19.0,124.0,221.0,1.0,0.4528301886792453,15.616438356164384
Mecklenburg,2002,364.0,118.0,193.0,28.0,20.0,5.0,0.0,215.0,129.0,58.0,1.0,20.0,131.0,212.0,0.0,0.6113989637305699,14.560439560439562
Mecklenburg,2003,365.0,128.0,211.0,22.0,3.0,1.0,0.0,209.0,93.0,56.0,0.0,28.0,101.0,235.0,1.0,0.6066350710900474,7.123287671232877
Mecklenburg,2004,366.0,111.0,221.0,31.0,2.0,1.0,0.0,202.0,100.0,59.0,0.0,21.0,98.0,247.0,0.0,0.502262443438914,9.289617486338798
Mecklenburg,2005,365.0,106.0,211.0,40.0,7.0,1.0,0.0,206.0,112.0,61.0,0.0,10.0,112.0,243.0,0.0,0.5023696682464455,13.150684931506849
Mecklenburg,2006,365.0,120.0,205.0,30.0,10.0,0.0,0.0,195.0,105.0,62.0,0.0,9.0,118.0,238.0,0.0,0.5853658536585366,10.95890410958904
Mecklenburg,2007,365.0,116.0,196.0,37.0,14.0,2.0,0.0,223.0,115.0,61.0,0.0,13.0,162.0,190.0,0.0,0.5918367346938775,14.520547945205479
Mecklenburg,2008,366.0,136.0,200.0,25.0,5.0,0.0,0.0,190.0,97.0,55.0,0.0,9.0,145.0,212.0,0.0,0.68,8.19672131147541
Mecklenburg,2009,365.0,191.0,166.0,8.0,0.0,0.0,0.0,133.0,74.0,49.0,0.0,5.0,134.0,226.0,0.0,1.1506024096385543,2.191780821917808
Mecklenburg,2010,365.0,159.0,182.0,20.0,4.0,0.0,0.0,177.0,92.0,54.0,0.0,16.0,170.0,179.0,0.0,0.8736263736263736,6.575342465753424
Mecklenburg,2011,365.0,169.0,164.0,24.0,8.0,0.0,0.0,169.0,97.0,52.0,0.0,4.0,197.0,164.0,0.0,1.0304878048780488,8.767123287671232
Mecklenburg,2012,366.0,218.0,128.0,16.0,4.0,0.0,0.0,166.0,84.0,47.0,0.0,0.0,204.0,162.0,0.0,1.703125,5.46448087431694
Mecklenburg,2013,365.0,268.0,95.0,2.0,0.0,0.0,0.0,101.0,63.0,43.0,0.0,4.0,199.0,160.0,2.0,2.8210526315789473,0.547945205479452
Mecklenburg,2014,365.0,241.0,122.0,2.0,0.0,0.0,0.0,105.0,66.0,45.0,0.0,10.0,193.0,162.0,0.0,1.9754098360655739,0.547945205479452
Mecklenburg,2015,365.0,245.0,111.0,9.0,0.0,0.0,0.0,129.0,71.0,44.0,0.0,10.0,211.0,144.0,0.0,2.2072072072072073,2.4657534246575343
Mecklenburg,2016,366.0,244.0,115.0,6.0,1.0,0.0,0.0,154.0,77.0,44.0,0.0,9.0,242.0,115.0,0.0,2.121739130434783,1.912568306010929
Mecklenburg,2017,365.0,228.0,134.0,3.0,0.0,0.0,0.0,115.0,64.0,46.0,0.0,2.0,184.0,179.0,0.0,1.7014925373134329,0.821917808219178
Mecklenburg,2018,360.0,242.0,113.0,5.0,0.0,0.0,0.0,108.0,71.0,44.0,1.0,5.0,200.0,153.0,1.0,2.1415929203539825,1.3888888888888888
Mecklenburg,2019,365.0,234.0,121.0,10.0,0.0,0.0,0.0,136.0,71.0,45.0,0.0,2.0,217.0,146.0,0.0,1.9338842975206612,2.73972602739726
Mecklenburg,2020,366.0,296.0,68.0,2.0,0.0,0.0,0.0,112.0,56.0,40.0,0.0,0.0,204.0,162.0,0.0,4.352941176470588,0.546448087431694
Mecklenburg,2021,365.0,253.0,110.0,2.0,0.0,0.0,0.0,128.0,63.0,44.0,0.0,2.0,197.0,166.0,0.0,2.3,0.547945205479452
Mecklenburg,2022,274.0,205.0,67.0,2.0,0.0,0.0,0.0,119.0,67.0,44.0,1.0,2.0,191.0,80.0,0.0,3.0597014925373136,0.7299270072992701
Mecklenburg,1980,366.0,73.0,189.0,64.0,29.0,11.0,0.0,241.0,151.0,74.0,188.0,0.0,178.0,0.0,0.0,0.3862433862433862,28.415300546448087
Mecklenburg,1981,365.0,100.0,187.0,55.0,23.0,0.0,0.0,200.0,136.0,63.0,204.0,0.0,161.0,0.0,0.0,0.5347593582887701,21.36986301369863
Mecklenburg,1982,365.0,113.0,196.0,42.0,13.0,1.0,0.0,207.0,112.0,61.0,233.0,0.0,132.0,0.0,0.0,0.576530612244898,15.342465753424658
Mecklenburg,1983,365.0,98.0,181.0,44.0,34.0,8.0,0.0,220.0,158.0,66.0,188.0,0.0,177.0,0.0,0.0,0.5414364640883977,23.56164383561644
Mecklenburg,1984,366.0,114.0,191.0,46.0,15.0,0.0,0.0,197.0,128.0,61.0,195.0,16.0,155.0,0.0,0.0,0.5968586387434555,16.666666666666664
Mecklenburg,1985,365.0,109.0,200.0,44.0,11.0,1.0,0.0,208.0,112.0,60.0,178.0,25.0,161.0,0.0,1.0,0.545,15.342465753424658
Mecklenburg,1986,365.0,83.0,197.0,47.0,32.0,6.0,0.0,212.0,151.0,64.0,172.0,23.0,170.0,0.0,0.0,0.4213197969543147,23.28767123287671
Mecklenburg,1987,365.0,143.0,149.0,37.0,29.0,7.0,0.0,224.0,147.0,58.0,167.0,0.0,198.0,0.0,0.0,0.959731543624161,20.0
Mecklenburg,1988,366.0,152.0,128.0,47.0,20.0,19.0,0.0,248.0,151.0,58.0,145.0,0.0,219.0,0.0,2.0,1.1875,23.497267759562842
Mecklenburg,1989,365.0,200.0,112.0,43.0,10.0,0.0,0.0,192.0,115.0,49.0,166.0,17.0,178.0,0.0,4.0,1.7857142857142858,14.520547945205479
Mecklenburg,1990,365.0,171.0,115.0,53.0,25.0,1.0,0.0,209.0,140.0,52.0,151.0,24.0,189.0,0.0,1.0,1.4869565217391305,21.643835616438356
Mecklenburg,1991,365.0,202.0,110.0,41.0,11.0,1.0,0.0,203.0,115.0,47.0,128.0,55.0,180.0,0.0,2.0,1.8363636363636364,14.520547945205479
Mecklenburg,1992,366.0,217.0,106.0,36.0,7.0,0.0,0.0,197.0,105.0,45.0,120.0,64.0,179.0,0.0,3.0,2.047169811320755,11.748633879781421
Mecklenburg,1993,365.0,202.0,99.0,41.0,22.0,1.0,0.0,238.0,126.0,48.0,104.0,67.0,192.0,0.0,2.0,2.04040404040404,17.534246575342465
Mecklenburg,1994,365.0,249.0,88.0,19.0,9.0,0.0,0.0,192.0,93.0,44.0,107.0,72.0,183.0,0.0,3.0,2.8295454545454546,7.671232876712329
Mecklenburg,1995,365.0,234.0,82.0,36.0,13.0,0.0,0.0,187.0,115.0,44.0,73.0,90.0,198.0,0.0,4.0,2.8536585365853657,13.424657534246576
Mecklenburg,1996,366.0,237.0,76.0,37.0,15.0,1.0,0.0,220.0,119.0,43.0,66.0,96.0,197.0,0.0,7.0,3.1184210526315788,14.48087431693989
Mecklenburg,1997,365.0,220.0,82.0,39.0,20.0,4.0,0.0,205.0,126.0,44.0,56.0,114.0,192.0,0.0,3.0,2.682926829268293,17.26027397260274
Mecklenburg,1998,365.0,216.0,59.0,46.0,39.0,5.0,0.0,214.0,156.0,46.0,38.0,119.0,201.0,0.0,7.0,3.6610169491525424,24.65753424657534
Mecklenburg,1999,365.0,84.0,208.0,43.0,27.0,3.0,0.0,210.0,143.0,64.0,0.0,16.0,129.0,220.0,0.0,0.40384615384615385,20.0
Wake,2000,366.0,125.0,176.0,51.0,13.0,1.0,0.0,209.0,119.0,60.0,8.0,0.0,153.0,201.0,4.0,0.7102272727272727,17.759562841530055
Wake,2001,365.0,130.0,173.0,56.0,6.0,0.0,0.0,169.0,119.0,57.0,1.0,0.0,184.0,180.0,0.0,0.7514450867052023,16.986301369863014
Wake,2002,365.0,150.0,154.0,38.0,17.0,6.0,0.0,205.0,129.0,54.0,2.0,0.0,182.0,180.0,1.0,0.974025974025974,16.71232876712329
Wake,2003,363.0,151.0,182.0,24.0,5.0,1.0,0.0,210.0,90.0,53.0,7.0,0.0,123.0,233.0,0.0,0.8296703296703297,8.264462809917356
Wake,2004,366.0,161.0,187.0,18.0,0.0,0.0,0.0,150.0,88.0,54.0,11.0,0.0,115.0,240.0,0.0,0.8609625668449198,4.918032786885246
Wake,2005,365.0,152.0,176.0,32.0,5.0,0.0,0.0,161.0,101.0,55.0,0.0,0.0,151.0,214.0,0.0,0.8636363636363636,10.136986301369863
Wake,2006,365.0,141.0,204.0,20.0,0.0,0.0,0.0,143.0,90.0,56.0,1.0,0.0,129.0,235.0,0.0,0.6911764705882353,5.47945205479452
Wake,2007,365.0,154.0,177.0,32.0,2.0,0.0,0.0,166.0,100.0,55.0,0.0,0.0,170.0,195.0,0.0,0.8700564971751412,9.315068493150685
Wake,2008,366.0,183.0,167.0,15.0,1.0,0.0,0.0,173.0,85.0,51.0,0.0,0.0,161.0,205.0,0.0,1.095808383233533,4.371584699453552
Wake,2009,365.0,219.0,143.0,3.0,0.0,0.0,0.0,112.0,68.0,47.0,0.0,0.0,138.0,227.0,0.0,1.5314685314685315,0.821917808219178
Wake,2010,365.0,183.0,173.0,9.0,0.0,0.0,0.0,143.0,80.0,50.0,0.0,0.0,185.0,180.0,0.0,1.0578034682080926,2.4657534246575343
Wake,2011,365.0,209.0,133.0,21.0,2.0,0.0,0.0,156.0,87.0,47.0,0.0,0.0,200.0,165.0,0.0,1.5714285714285714,6.301369863013699
Wake,2012,366.0,247.0,112.0,6.0,1.0,0.0,0.0,161.0,64.0,44.0,0.0,0.0,180.0,186.0,0.0,2.205357142857143,1.912568306010929
Wake,2013,365.0,248.0,117.0,0.0,0.0,0.0,0.0,90.0,62.0,44.0,0.0,0.0,129.0,236.0,0.0,2.1196581196581197,0.0
Wake,2014,365.0,217.0,148.0,0.0,0.0,0.0,0.0,100.0,64.0,47.0,0.0,3.0,142.0,220.0,0.0,1.4662162162162162,0.0
Wake,2015,365.0,233.0,129.0,3.0,0.0,0.0,0.0,105.0,64.0,45.0,0.0,2.0,177.0,186.0,0.0,1.806201550387597,0.821917808219178
Wake,2016,366.0,238.0,125.0,3.0,0.0,0.0,0.0,135.0,64.0,46.0,0.0,2.0,179.0,185.0,0.0,1.904,0.819672131147541
Wake,2017,365.0,252.0,113.0,0.0,0.0,0.0,0.0,100.0,61.0,44.0,0.0,5.0,161.0,199.0,0.0,2.230088495575221,0.0
Wake,2018,361.0,246.0,115.0,0.0,0.0,0.0,0.0,90.0,61.0,44.0,1.0,0.0,150.0,210.0,0.0,2.139130434782609,0.0
Wake,2019,365.0,245.0,120.0,0.0,0.0,0.0,0.0,93.0,61.0,46.0,1.0,1.0,175.0,188.0,0.0,2.0416666666666665,0.0
Wake,2020,365.0,284.0,80.0,1.0,0.0,0.0,0.0,101.0,56.0,38.0,1.0,2.0,168.0,194.0,0.0,3.55,0.273972602739726
Wake,2021,365.0,268.0,97.0,0.0,0.0,0.0,0.0,96.0,61.0,42.0,0.0,2.0,194.0,169.0,0.0,2.7628865979381443,0.0
Wake,2022,274.0,226.0,47.0,1.0,0.0,0.0,0.0,122.0,54.0,42.0,1.0,0.0,203.0,70.0,0.0,4.808510638297872,0.36496350364963503
Wake,1980,265.0,76.0,91.0,69.0,27.0,2.0,0.0,204.0,151.0,77.0,96.0,0.0,169.0,0.0,0.0,0.8351648351648352,36.9811320754717
Wake,1981,363.0,168.0,162.0,25.0,8.0,0.0,0.0,177.0,97.0,53.0,239.0,0.0,124.0,0.0,0.0,1.037037037037037,9.090909090909092
Wake,1982,265.0,139.0,90.0,30.0,5.0,1.0,0.0,203.0,108.0,50.0,106.0,0.0,159.0,0.0,0.0,1.5444444444444445,13.584905660377359
Wake,1983,331.0,104.0,158.0,51.0,16.0,2.0,0.0,208.0,129.0,68.0,197.0,0.0,134.0,0.0,0.0,0.6582278481012658,20.84592145015106
Wake,1984,361.0,117.0,195.0,38.0,7.0,4.0,0.0,222.0,115.0,61.0,260.0,0.0,101.0,0.0,0.0,0.6,13.573407202216067
Wake,1985,365.0,134.0,186.0,41.0,3.0,1.0,0.0,202.0,105.0,59.0,227.0,0.0,138.0,0.0,0.0,0.7204301075268817,12.32876712328767
Wake,1986,365.0,91.0,197.0,61.0,16.0,0.0,0.0,190.0,126.0,70.0,245.0,0.0,119.0,0.0,1.0,0.4619289340101523,21.095890410958905
Wake,1987,359.0,153.0,151.0,43.0,10.0,2.0,0.0,208.0,119.0,57.0,195.0,0.0,157.0,0.0,7.0,1.0132450331125828,15.32033426183844
Wake,1988,366.0,146.0,143.0,44.0,18.0,15.0,0.0,227.0,147.0,58.0,186.0,0.0,177.0,0.0,3.0,1.020979020979021,21.03825136612022
Wake,1989,365.0,217.0,110.0,30.0,8.0,0.0,0.0,185.0,101.0,47.0,182.0,7.0,174.0,0.0,2.0,1.9727272727272727,10.41095890410959
Wake,1990,365.0,178.0,130.0,44.0,12.0,1.0,0.0,206.0,119.0,51.0,140.0,31.0,194.0,0.0,0.0,1.3692307692307693,15.616438356164384
Wake,1991,365.0,181.0,152.0,28.0,4.0,0.0,0.0,179.0,97.0,51.0,135.0,43.0,186.0,0.0,1.0,1.1907894736842106,8.767123287671232
Wake,1992,366.0,240.0,108.0,18.0,0.0,0.0,0.0,147.0,87.0,43.0,104.0,78.0,182.0,0.0,2.0,2.2222222222222223,4.918032786885246
Wake,1993,365.0,198.0,112.0,41.0,14.0,0.0,0.0,192.0,115.0,47.0,112.0,57.0,195.0,0.0,1.0,1.7678571428571428,15.068493150684931
Wake,1994,365.0,213.0,110.0,31.0,11.0,0.0,0.0,197.0,108.0,46.0,159.0,0.0,202.0,0.0,4.0,1.9363636363636363,11.506849315068493
Wake,1995,365.0,223.0,85.0,43.0,14.0,0.0,0.0,185.0,115.0,44.0,160.0,0.0,203.0,0.0,2.0,2.623529411764706,15.616438356164384
Wake,1996,366.0,219.0,94.0,38.0,15.0,0.0,0.0,187.0,119.0,46.0,157.0,0.0,201.0,0.0,8.0,2.3297872340425534,14.48087431693989
Wake,1997,365.0,200.0,88.0,54.0,22.0,1.0,0.0,209.0,136.0,47.0,154.0,0.0,207.0,0.0,4.0,2.272727272727273,21.095890410958905
Wake,1998,365.0,199.0,76.0,43.0,40.0,7.0,0.0,215.0,156.0,47.0,152.0,0.0,208.0,0.0,5.0,2.6184210526315788,24.65753424657534
Wake,1999,363.0,134.0,156.0,41.0,23.0,9.0,0.0,220.0,143.0,58.0,21.0,0.0,161.0,181.0,0.0,0.8589743589743589,20.110192837465565
New Hanover,2000,366.0,249.0,94.0,21.0,2.0,0.0,0.0,182.0,90.0,40.0,107.0,0.0,200.0,59.0,0.0,2.648936170212766,6.284153005464481
New Hanover,2001,365.0,263.0,90.0,12.0,0.0,0.0,0.0,133.0,77.0,38.0,109.0,0.0,191.0,65.0,0.0,2.922222222222222,3.287671232876712
New Hanover,2002,362.0,269.0,77.0,15.0,1.0,0.0,0.0,156.0,77.0,36.0,101.0,0.0,193.0,68.0,0.0,3.4935064935064934,4.41988950276243
New Hanover,2003,355.0,295.0,52.0,8.0,0.0,0.0,0.0,129.0,61.0,34.0,106.0,0.0,175.0,74.0,0.0,5.673076923076923,2.2535211267605635
New Hanover,2004,324.0,253.0,68.0,3.0,0.0,0.0,0.0,122.0,64.0,36.0,63.0,0.0,180.0,81.0,0.0,3.7205882352941178,0.9259259259259258
New Hanover,2005,258.0,178.0,71.0,9.0,0.0,0.0,0.0,147.0,74.0,42.0,0.0,0.0,179.0,79.0,0.0,2.507042253521127,3.488372093023256
New Hanover,2006,358.0,247.0,107.0,4.0,0.0,0.0,0.0,129.0,68.0,41.0,0.0,0.0,134.0,224.0,0.0,2.308411214953271,1.1173184357541899
New Hanover,2007,362.0,260.0,97.0,5.0,0.0,0.0,0.0,119.0,67.0,41.0,0.0,0.0,136.0,226.0,0.0,2.6804123711340204,1.3812154696132597
New Hanover,2008,183.0,151.0,31.0,1.0,0.0,0.0,0.0,116.0,58.0,41.0,0.0,0.0,167.0,16.0,0.0,4.870967741935484,0.546448087431694
New Hanover,2009,356.0,310.0,46.0,0.0,0.0,0.0,0.0,79.0,53.0,35.0,0.0,0.0,125.0,231.0,0.0,6.739130434782608,0.0
New Hanover,2010,360.0,296.0,63.0,1.0,0.0,0.0,0.0,129.0,58.0,38.0,0.0,0.0,165.0,195.0,0.0,4.698412698412699,0.2777777777777778
New Hanover,2011,361.0,285.0,74.0,2.0,0.0,0.0,0.0,120.0,60.0,37.0,0.0,0.0,139.0,222.0,0.0,3.8513513513513513,0.554016620498615
New Hanover,2012,352.0,302.0,48.0,2.0,0.0,0.0,0.0,122.0,54.0,37.0,0.0,0.0,170.0,182.0,0.0,6.291666666666667,0.5681818181818182
New Hanover,2013,359.0,270.0,89.0,0.0,0.0,0.0,0.0,97.0,60.0,40.0,0.0,0.0,125.0,234.0,0.0,3.033707865168539,0.0
New Hanover,2014,345.0,283.0,62.0,0.0,0.0,0.0,0.0,93.0,58.0,39.0,0.0,0.0,185.0,160.0,0.0,4.564516129032258,0.0
New Hanover,2015,354.0,326.0,28.0,0.0,0.0,0.0,0.0,71.0,48.0,33.0,0.0,0.0,172.0,182.0,0.0,11.642857142857142,0.0
New Hanover,2016,359.0,329.0,30.0,0.0,0.0,0.0,0.0,90.0,50.0,31.0,0.0,0.0,178.0,181.0,0.0,10.966666666666667,0.0
New Hanover,2017,356.0,331.0,25.0,0.0,0.0,0.0,0.0,67.0,49.0,34.0,0.0,0.0,178.0,178.0,0.0,13.24,0.0
New Hanover,2018,329.0,308.0,21.0,0.0,0.0,0.0,0.0,77.0,48.0,30.0,0.0,0.0,201.0,128.0,0.0,14.666666666666666,0.0
New Hanover,2019,348.0,319.0,29.0,0.0,0.0,0.0,0.0,80.0,50.0,34.0,0.0,0.0,222.0,126.0,0.0,11.0,0.0
New Hanover,2020,357.0,344.0,13.0,0.0,0.0,0.0,0.0,74.0,45.0,31.0,0.0,0.0,222.0,135.0,0.0,26.46153846153846,0.0
New Hanover,2021,360.0,322.0,38.0,0.0,0.0,0.0,0.0,93.0,51.0,34.0,0.0,0.0,168.0,192.0,0.0,8.473684210526315,0.0
New Hanover,2022,271.0,253.0,18.0,0.0,0.0,0.0,0.0,80.0,47.0,36.0,0.0,0.0,191.0,80.0,0.0,14.055555555555555,0.0
New Hanover,1980,126.0,72.0,36.0,16.0,2.0,0.0,0.0,161.0,105.0,48.0,0.0,0.0,126.0,0.0,0.0,2.0,14.285714285714285
New Hanover,1981,141.0,85.0,48.0,7.0,1.0,0.0,0.0,166.0,93.0,45.0,0.0,0.0,141.0,0.0,0.0,1.7708333333333333,5.673758865248227
New Hanover,1982,172.0,120.0,48.0,2.0,2.0,0.0,0.0,179.0,84.0,42.0,0.0,0.0,172.0,0.0,0.0,2.5,2.3255813953488373
New Hanover,1984,212.0,151.0,44.0,15.0,2.0,0.0,0.0,166.0,93.0,42.0,0.0,0.0,212.0,0.0,0.0,3.4318181818181817,8.018867924528301
New Hanover,1985,227.0,149.0,65.0,13.0,0.0,0.0,0.0,147.0,84.0,44.0,0.0,0.0,227.0,0.0,0.0,2.292307692307692,5.726872246696035
New Hanover,1987,29.0,28.0,1.0,0.0,0.0,0.0,0.0,60.0,46.0,28.0,0.0,0.0,0.0,0.0,29.0,28.0,0.0
New Hanover,1988,222.0,151.0,62.0,8.0,1.0,0.0,0.0,154.0,84.0,43.0,0.0,0.0,193.0,0.0,29.0,2.435483870967742,4.054054054054054
New Hanover,1989,60.0,58.0,2.0,0.0,0.0,0.0,0.0,55.0,37.0,23.0,0.0,0.0,0.0,0.0,60.0,29.0,0.0
New Hanover,1990,219.0,139.0,61.0,17.0,2.0,0.0,0.0,151.0,97.0,45.0,0.0,0.0,187.0,0.0,32.0,2.278688524590164,8.67579908675799
New Hanover,1991,58.0,57.0,1.0,0.0,0.0,0.0,0.0,52.0,36.0,22.0,0.0,0.0,0.0,0.0,58.0,57.0,0.0
New Hanover,1992,234.0,179.0,43.0,10.0,2.0,0.0,0.0,169.0,90.0,40.0,0.0,0.0,207.0,0.0,27.0,4.162790697674419,5.128205128205128
New Hanover,1993,56.0,56.0,0.0,0.0,0.0,0.0,0.0,44.0,33.0,20.0,0.0,0.0,0.0,0.0,56.0,inf,0.0
