County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
Caswell,2018,232,198,34,0,0,0,0,97,58,40,0,0,232,0,0
Catawba,2018,352,297,55,0,0,0,0,77,55,32,0,0,0,352,0
Cumberland,2018,349,284,65,0,0,0,0,100,57,38,0,0,194,145,10
Davidson,2018,353,275,78,0,0,0,0,76,56,37,0,0,0,353,0
Durham,2018,358,272,86,0,0,0,0,100,58,42,0,0,160,197,1
Edgecombe,2018,354,321,33,0,0,0,0,80,50,33,0,0,187,167,0
Forsyth,2018,365,243,120,2,0,0,0,101,67,44,0,7,194,164,0
Graham,2018,195,165,30,0,0,0,0,93,64,43,0,0,195,0,0
Granville,2018,233,193,40,0,0,0,0,93,61,42,0,0,233,0,0
Guilford,2018,355,280,74,1,0,0,0,105,62,40,0,0,211,128,16
Haywood,2018,280,225,54,1,0,0,0,105,67,44,0,0,243,37,0
Hyde,2018,109,108,1,0,0,0,0,54,32,19,0,0,0,109,0
Jackson,2018,237,191,45,1,0,0,0,108,67,41,0,0,163,74,0
Johnston,2018,354,292,62,0,0,0,0,90,55,39,0,0,161,193,0
Lee,2018,210,145,65,0,0,0,0,83,59,45,0,0,127,83,0
Lenoir,2018,278,249,28,1,0,0,0,108,51,36,0,0,222,0,56
Lincoln,2018,225,184,41,0,0,0,0,90,58,41,0,0,225,0,0
Macon,2018,356,340,16,0,0,0,0,93,45,31,0,0,356,0,0
Martin,2018,289,261,28,0,0,0,0,80,50,34,0,0,224,0,65
Mecklenburg,2018,360,242,113,5,0,0,0,108,71,44,1,5,200,153,1
Mitchell,2018,355,339,16,0,0,0,0,78,45,20,0,0,0,355,0
Montgomery,2018,363,329,34,0,0,0,0,97,50,35,0,0,258,105,0
New Hanover,2018,329,308,21,0,0,0,0,77,48,30,0,0,201,128,0
Person,2018,233,206,27,0,0,0,0,97,54,40,0,0,233,0,0
Pitt,2018,345,306,39,0,0,0,0,87,51,35,0,0,189,156,0
Rockingham,2018,233,190,43,0,0,0,0,90,58,42,0,0,233,0,0
Rowan,2018,336,322,14,0,0,0,0,74,48,35,0,0,336,0,0
Swain,2018,363,309,54,0,0,0,0,80,54,36,0,0,177,186,0
Union,2018,189,143,43,3,0,0,0,122,67,44,0,0,189,0,0
Wake,2018,361,246,115,0,0,0,0,90,61,44,1,0,150,210,0
Yancey,2018,230,184,46,0,0,0,0,84,64,44,0,0,230,0,0
Alexander,2019,305,274,31,0,0,0,0,80,51,39,0,0,245,0,60
Avery,2019,363,335,28,0,0,0,0,77,49,40,0,0,361,2,0
Buncombe,2019,365,328,37,0,0,0,0,84,51,38,0,0,197,168,0
Caldwell,2019,243,214,29,0,0,0,0,74,54,42,0,0,243,0,0
Carteret,2019,259,239,20,0,0,0,0,80,50,37,0,0,259,0,0
Caswell,2019,245,236,9,0,0,0,0,64,47,39,0,0,245,0,0
Catawba,2019,361,298,63,0,0,0,0,71,54,33,0,0,0,361,0
Cumberland,2019,363,282,81,0,0,0,0,84,58,41,0,0,206,153,4
Davidson,2019,350,272,78,0,0,0,0,91,56,35,0,0,0,350,0
Durham,2019,364,293,71,0,0,0,0,87,56,42,0,0,203,161,0
Edgecombe,2019,363,325,38,0,0,0,0,71,51,36,0,0,200,163,0
Forsyth,2019,365,236,129,0,0,0,0,97,64,45,0,12,180,173,0
Graham,2019,245,191,54,0,0,0,0,97,61,44,0,0,245,0,0
Granville,2019,240,195,45,0,0,0,0,87,64,44,0,0,240,0,0
Guilford,2019,365,293,72,0,0,0,0,90,61,42,0,0,222,117,26
Haywood,2019,276,211,65,0,0,0,0,97,64,45,0,0,246,30,0
Hyde,2019,102,100,2,0,0,0,0,59,31,18,0,0,0,102,0
Jackson,2019,103,100,3,0,0,0,0,62,45,26,0,0,0,103,0
Johnston,2019,363,294,69,0,0,0,0,87,55,40,0,0,166,197,0
Lenoir,2019,237,205,32,0,0,0,0,87,54,42,0,0,237,0,0
Lincoln,2019,243,178,65,0,0,0,0,97,64,44,0,0,243,0,0
Macon,2019,358,343,15,0,0,0,0,87,46,33,0,0,358,0,0
Martin,2019,295,261,34,0,0,0,0,74,51,40,0,0,237,0,58
Mecklenburg,2019,365,234,121,10,0,0,0,136,71,45,0,2,217,146,0
Mitchell,2019,333,325,8,0,0,0,0,59,40,22,0,0,0,333,0
Montgomery,2019,365,308,57,0,0,0,0,71,53,39,0,0,248,117,0
New Hanover,2019,348,319,29,0,0,0,0,80,50,34,0,0,222,126,0
Northampton,2019,153,138,15,0,0,0,0,71,49,32,0,11,0,142,0
Person,2019,244,200,44,0,0,0,0,80,58,44,0,0,244,0,0
Pitt,2019,352,308,44,0,0,0,0,87,52,38,0,0,208,144,0
Rockingham,2019,245,207,38,0,0,0,0,84,58,44,0,0,245,0,0
Rowan,2019,365,289,76,0,0,0,0,100,64,43,0,0,325,40,0
Swain,2019,362,323,39,0,0,0,0,90,51,37,0,0,182,180,0
Union,2019,235,175,57,3,0,0,0,105,64,45,0,0,235,0,0
Wake,2019,365,245,120,0,0,0,0,93,61,46,1,1,175,188,0
Yancey,2019,244,191,53,0,0,0,0,87,64,45,0,0,244,0,0
Alexander,2020,300,297,3,0,0,0,0,54,45,33,0,0,243,0,57
Avery,2020,366,352,14,0,0,0,0,80,46,37,0,0,363,3,0
Buncombe,2020,363,353,10,0,0,0,0,97,45,31,0,0,210,153,0
Caldwell,2020,243,243,0,0,0,0,0,50,44,34,0,0,243,0,0
Carteret,2020,362,359,3,0,0,0,0,61,43,34,0,0,362,0,0
Caswell,2020,354,349,5,0,0,0,0,61,44,31,0,0,241,0,113
Catawba,2020,357,312,45,0,0,0,0,94,53,31,0,0,0,357,0
Cumberland,2020,363,329,34,0,0,0,0,81,49,35,0,0,191,167,5
Davidson,2020,329,265,64,0,0,0,0,95,54,32,0,0,0,329,0
Durham,2020,364,334,30,0,0,0,0,97,49,35,0,0,170,193,1
Edgecombe,2020,336,319,17,0,0,0,0,94,46,32,0,0,182,154,0
Forsyth,2020,366,298,68,0,0,0,0,97,56,40,0,7,180,179,0
Graham,2020,238,223,15,0,0,0,0,97,49,40,0,0,238,0,0
Granville,2020,238,237,1,0,0,0,0,51,46,36,0,0,238,0,0
Guilford,2020,365,335,30,0,0,0,0,87,50,36,0,0,198,160,7
Haywood,2020,272,244,28,0,0,0,0,93,51,41,0,0,244,28,0
Hyde,2020,114,112,2,0,0,0,0,53,28,15,0,0,0,114,0
Jackson,2020,111,107,4,0,0,0,0,68,40,24,0,0,0,111,0
Johnston,2020,339,318,21,0,0,0,0,72,49,36,0,0,185,154,0
Lenoir,2020,296,290,6,0,0,0,0,58,45,32,0,0,238,0,58
Lincoln,2020,243,241,2,0,0,0,0,71,45,35,0,0,243,0,0
Macon,2020,360,358,2,0,0,0,0,64,41,29,0,0,360,0,0
Martin,2020,240,240,0,0,0,0,0,49,42,33,0,0,240,0,0
Mecklenburg,2020,366,296,68,2,0,0,0,112,56,40,0,0,204,162,0
Mitchell,2020,356,347,8,1,0,0,0,103,36,20,0,0,0,356,0
Montgomery,2020,366,342,24,0,0,0,0,83,47,35,0,0,202,164,0
New Hanover,2020,357,344,13,0,0,0,0,74,45,31,0,0,222,135,0
Northampton,2020,360,346,14,0,0,0,0,88,42,22,0,41,0,319,0
Person,2020,240,240,0,0,0,0,0,50,44,34,0,0,240,0,0
Pitt,2020,361,344,17,0,0,0,0,95,47,33,0,0,199,162,0
Rockingham,2020,243,238,5,0,0,0,0,54,47,36,0,0,243,0,0
Rowan,2020,365,318,47,0,0,0,0,88,52,39,0,0,242,123,0
Swain,2020,362,340,21,1,0,0,0,119,47,33,0,0,197,165,0
Union,2020,242,242,0,0,0,0,0,50,44,31,0,0,242,0,0
Wake,2020,365,284,80,1,0,0,0,101,56,38,1,2,168,194,0
Yancey,2020,244,204,39,1,0,0,0,105,58,44,0,0,244,0,0
Alexander,2021,245,212,33,0,0,0,0,80,54,41,0,0,245,0,0
Avery,2021,364,333,31,0,0,0,0,74,49,40,0,0,360,4,0
Buncombe,2021,365,320,45,0,0,0,0,78,52,35,0,0,175,190,0
Caldwell,2021,243,219,24,0,0,0,0,77,50,40,0,0,243,0,0
Carteret,2021,352,337,15,0,0,0,0,97,47,35,0,0,352,0,0
Caswell,2021,250,240,10,0,0,0,0,80,47,38,0,0,244,0,6
Catawba,2021,344,267,77,0,0,0,0,93,56,35,0,0,0,344,0
Cumberland,2021,365,285,79,1,0,0,0,107,61,41,0,0,190,175,0
Davidson,2021,343,263,80,0,0,0,0,97,58,35,0,0,0,343,0
Durham,2021,365,306,59,0,0,0,0,90,54,39,0,0,175,190,0
Edgecombe,2021,363,322,41,0,0,0,0,90,53,36,0,0,211,152,0
Forsyth,2021,365,261,101,3,0,0,0,124,64,43,0,8,181,176,0
Graham,2021,245,213,32,0,0,0,0,90,54,42,0,0,245,0,0
Granville,2021,242,237,5,0,0,0,0,67,46,38,0,0,242,0,0
Guilford,2021,365,284,81,0,0,0,0,100,58,40,0,0,190,172,3
Haywood,2021,283,229,54,0,0,0,0,93,61,43,0,0,242,41,0
Hyde,2021,107,107,0,0,0,0,0,50,33,16,0,0,0,107,0
Jackson,2021,100,91,9,0,0,0,0,70,48,28,0,0,0,100,0
Johnston,2021,365,298,67,0,0,0,0,97,56,39,0,0,157,208,0
Lenoir,2021,306,284,22,0,0,0,0,97,49,34,0,0,241,0,65
Lincoln,2021,243,205,38,0,0,0,0,97,58,42,0,0,243,0,0
Macon,2021,359,347,12,0,0,0,0,67,44,30,0,0,359,0,0
Martin,2021,296,291,5,0,0,0,0,74,46,32,0,0,238,0,58
Mecklenburg,2021,365,253,110,2,0,0,0,128,63,44,0,2,197,166,0
Mitchell,2021,356,338,18,0,0,0,0,79,43,23,0,0,0,356,0
Montgomery,2021,365,312,52,1,0,0,0,103,54,37,0,0,227,138,0
New Hanover,2021,360,322,38,0,0,0,0,93,51,34,0,0,168,192,0
Northampton,2021,363,322,41,0,0,0,0,93,52,26,0,6,0,357,0
Person,2021,245,220,25,0,0,0,0,90,51,41,0,0,245,0,0
Pitt,2021,360,325,35,0,0,0,0,80,50,34,0,0,194,166,0
Rockingham,2021,239,200,39,0,0,0,0,90,58,43,0,0,239,0,0
Rowan,2021,364,287,77,0,0,0,0,87,58,41,0,0,258,106,0
Swain,2021,354,303,50,1,0,0,0,147,54,37,0,0,219,135,0
Union,2021,244,209,34,1,0,0,0,101,58,42,0,0,244,0,0
Wake,2021,365,268,97,0,0,0,0,96,61,42,0,2,194,169,0
Yancey,2021,240,186,54,0,0,0,0,90,61,44,0,0,240,0,0
Alexander,2022,214,195,19,0,0,0,0,90,50,40,0,0,214,0,0
Avery,2022,270,250,20,0,0,0,0,77,49,39,0,0,270,0,0
Buncombe,2022,273,255,18,0,0,0,0,74,48,37,0,0,192,81,0
Caldwell,2022,214,193,21,0,0,0,0,74,50,40,0,0,214,0,0
Carteret,2022,239,227,12,0,0,0,0,77,46,38,0,0,239,0,0
Caswell,2022,214,203,11,0,0,0,0,64,49,40,0,0,214,0,0
Catawba,2022,178,143,35,0,0,0,0,78,56,35,0,0,0,178,0
Cumberland,2022,273,219,53,1,0,0,0,115,60,41,0,0,201,69,3
Davidson,2022,178,148,30,0,0,0,0,80,55,35,0,0,0,178,0
Durham,2022,273,251,22,0,0,0,0,93,49,40,0,0,189,83,1
Edgecombe,2022,264,245,19,0,0,0,0,93,49,38,0,0,204,60,0
Forsyth,2022,243,184,58,1,0,0,0,137,59,44,0,3,151,89,0
Graham,2022,213,173,37,3,0,0,0,112,61,43,0,0,213,0,0
Granville,2022,213,192,20,1,0,0,0,112,50,42,0,0,213,0,0
Guilford,2022,273,216,57,0,0,0,0,84,54,43,0,0,187,84,2
Haywood,2022,214,174,39,1,0,0,0,108,58,44,0,0,214,0,0
Johnston,2022,273,245,27,1,0,0,0,140,51,39,0,0,193,80,0
Lenoir,2022,210,186,23,1,0,0,0,108,54,39,0,0,210,0,0
Lincoln,2022,213,173,39,1,0,0,0,108,58,44,0,0,213,0,0
Macon,2022,240,229,11,0,0,0,0,97,47,33,0,0,240,0,0
Martin,2022,258,251,7,0,0,0,0,80,44,35,0,0,213,0,45
Mecklenburg,2022,274,205,67,2,0,0,0,119,67,44,1,2,191,80,0
Mitchell,2022,172,163,9,0,0,0,0,65,45,24,0,0,0,172,0
Montgomery,2022,240,217,23,0,0,0,0,80,50,38,0,0,201,39,0
New Hanover,2022,271,253,18,0,0,0,0,80,47,36,0,0,191,80,0
Northampton,2022,254,239,15,0,0,0,0,65,45,19,0,74,0,180,0
Person,2022,212,198,14,0,0,0,0,90,49,41,0,0,212,0,0
Pitt,2022,273,255,18,0,0,0,0,97,48,37,0,0,203,70,0
Rockingham,2022,208,188,20,0,0,0,0,80,50,42,0,0,208,0,0
Rowan,2022,273,223,50,0,0,0,0,87,55,44,0,0,212,61,0
Swain,2022,271,251,20,0,0,0,0,80,48,35,0,0,202,69,0
Union,2022,213,187,26,0,0,0,0,100,51,42,0,0,213,0,0
Wake,2022,274,226,47,1,0,0,0,122,54,42,1,0,203,70,0
Yancey,2022,211,172,39,0,0,0,0,93,61,44,0,0,211,0,0
