Date,Source,Site ID,POC,PM2,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
2/2/2023,AQS,371190041,1,3.2,ug/m3 LC,13,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/5/2023,AQS,371190041,1,6.2,ug/m3 LC,26,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/8/2023,AQS,371190041,1,15.4,ug/m3 LC,58,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/11/2023,AQS,371190041,1,3.7,ug/m3 LC,15,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/14/2023,AQS,371190041,1,5.5,ug/m3 LC,23,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/17/2023,AQS,371190041,1,5,ug/m3 LC,21,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/20/2023,AQS,371190041,1,9.4,ug/m3 LC,39,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/23/2023,AQS,371190041,1,12.9,ug/m3 LC,53,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/26/2023,AQS,371190041,1,10.5,ug/m3 LC,44,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
3/1/2023,AQS,371190041,1,14.4,ug/m3 LC,56,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
3/4/2023,AQS,371190041,1,3.1,ug/m3 LC,13,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
3/7/2023,AQS,371190041,1,12.8,ug/m3 LC,52,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
3/10/2023,AQS,371190041,1,13.5,ug/m3 LC,54,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
3/13/2023,AQS,371190041,1,2.5,ug/m3 LC,10,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
3/16/2023,AQS,371190041,1,15,ug/m3 LC,57,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
3/19/2023,AQS,371190041,1,3.6,ug/m3 LC,15,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
3/22/2023,AQS,371190041,1,15.5,ug/m3 LC,58,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
3/25/2023,AQS,371190041,1,8.5,ug/m3 LC,35,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
3/28/2023,AQS,371190041,1,7.1,ug/m3 LC,30,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
3/31/2023,AQS,371190041,1,7.6,ug/m3 LC,32,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
4/3/2023,AQS,371190041,1,6.5,ug/m3 LC,27,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
4/6/2023,AQS,371190041,1,11.5,ug/m3 LC,48,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
4/9/2023,AQS,371190041,1,4,ug/m3 LC,17,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
4/12/2023,AQS,371190041,1,7.8,ug/m3 LC,33,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
4/15/2023,AQS,371190041,1,5.5,ug/m3 LC,23,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
4/18/2023,AQS,371190041,1,8,ug/m3 LC,33,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
4/21/2023,AQS,371190041,1,12.6,ug/m3 LC,52,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
4/24/2023,AQS,371190041,1,5.1,ug/m3 LC,21,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
4/27/2023,AQS,371190041,1,6.1,ug/m3 LC,25,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
4/30/2023,AQS,371190041,1,5.3,ug/m3 LC,22,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
5/3/2023,AQS,371190041,1,3.5,ug/m3 LC,15,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
5/6/2023,AQS,371190041,1,10.4,ug/m3 LC,43,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
5/9/2023,AQS,371190041,1,6,ug/m3 LC,25,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
5/12/2023,AQS,371190041,1,9.2,ug/m3 LC,38,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
5/15/2023,AQS,371190041,1,8.7,ug/m3 LC,36,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
5/18/2023,AQS,371190041,1,10,ug/m3 LC,42,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
5/21/2023,AQS,371190041,1,14.8,ug/m3 LC,57,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
5/24/2023,AQS,371190041,1,0,ug/m3 LC,0,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
5/27/2023,AQS,371190041,1,10.5,ug/m3 LC,44,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
5/30/2023,AQS,371190041,1,4.6,ug/m3 LC,19,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
6/2/2023,AQS,371190041,1,11.1,ug/m3 LC,46,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
6/5/2023,AQS,371190041,1,11.3,ug/m3 LC,47,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
6/8/2023,AQS,371190041,1,17.2,ug/m3 LC,62,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
6/11/2023,AQS,371190041,1,13.8,ug/m3 LC,55,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
6/14/2023,AQS,371190041,1,8.2,ug/m3 LC,34,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
6/17/2023,AQS,371190041,1,21.4,ug/m3 LC,71,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
6/20/2023,AQS,371190041,1,6.6,ug/m3 LC,28,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
6/23/2023,AQS,371190041,1,4.6,ug/m3 LC,19,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
6/26/2023,AQS,371190041,1,5.7,ug/m3 LC,24,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
6/29/2023,AQS,371190041,1,36.9,ug/m3 LC,104,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/1/2023,AQS,371190041,3,9.2,ug/m3 LC,38,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/2/2023,AQS,371190041,3,10.1,ug/m3 LC,42,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/3/2023,AQS,371190041,3,7.9,ug/m3 LC,33,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/4/2023,AQS,371190041,3,1.2,ug/m3 LC,5,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/5/2023,AQS,371190041,3,3,ug/m3 LC,13,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/6/2023,AQS,371190041,3,6,ug/m3 LC,25,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/7/2023,AQS,371190041,3,10.5,ug/m3 LC,44,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/8/2023,AQS,371190041,3,16.7,ug/m3 LC,61,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/9/2023,AQS,371190041,3,7.6,ug/m3 LC,32,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/10/2023,AQS,371190041,3,12.6,ug/m3 LC,52,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/11/2023,AQS,371190041,3,12.6,ug/m3 LC,52,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/12/2023,AQS,371190041,3,8.5,ug/m3 LC,35,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/13/2023,AQS,371190041,3,0.4,ug/m3 LC,2,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/14/2023,AQS,371190041,3,0.4,ug/m3 LC,2,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/15/2023,AQS,371190041,3,7.4,ug/m3 LC,31,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/16/2023,AQS,371190041,3,13.8,ug/m3 LC,55,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/17/2023,AQS,371190041,3,9,ug/m3 LC,38,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/18/2023,AQS,371190041,3,7.6,ug/m3 LC,32,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/19/2023,AQS,371190041,3,6,ug/m3 LC,25,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/20/2023,AQS,371190041,3,3.5,ug/m3 LC,15,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/21/2023,AQS,371190041,3,4.2,ug/m3 LC,18,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/22/2023,AQS,371190041,3,6.4,ug/m3 LC,27,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/23/2023,AQS,371190041,3,1.4,ug/m3 LC,6,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/24/2023,AQS,371190041,3,4.7,ug/m3 LC,20,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/25/2023,AQS,371190041,3,5,ug/m3 LC,21,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/26/2023,AQS,371190041,3,2.7,ug/m3 LC,11,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/27/2023,AQS,371190041,3,4.8,ug/m3 LC,20,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/28/2023,AQS,371190041,3,4.7,ug/m3 LC,20,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/29/2023,AQS,371190041,3,9.9,ug/m3 LC,41,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/30/2023,AQS,371190041,3,8.2,ug/m3 LC,34,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
1/31/2023,AQS,371190041,3,5,ug/m3 LC,21,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/1/2023,AQS,371190041,3,2.9,ug/m3 LC,12,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/2/2023,AQS,371190041,3,3.5,ug/m3 LC,15,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/3/2023,AQS,371190041,3,4,ug/m3 LC,17,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/4/2023,AQS,371190041,3,5.7,ug/m3 LC,24,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/5/2023,AQS,371190041,3,5.7,ug/m3 LC,24,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/6/2023,AQS,371190041,3,6.2,ug/m3 LC,26,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/7/2023,AQS,371190041,3,7.9,ug/m3 LC,33,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/8/2023,AQS,371190041,3,14.8,ug/m3 LC,57,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/9/2023,AQS,371190041,3,10.1,ug/m3 LC,42,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/10/2023,AQS,371190041,3,4.5,ug/m3 LC,19,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/11/2023,AQS,371190041,3,2.2,ug/m3 LC,9,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/12/2023,AQS,371190041,3,1,ug/m3 LC,4,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/13/2023,AQS,371190041,3,3.7,ug/m3 LC,15,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/14/2023,AQS,371190041,3,4.4,ug/m3 LC,18,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/15/2023,AQS,371190041,3,5.6,ug/m3 LC,23,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/16/2023,AQS,371190041,3,9.4,ug/m3 LC,39,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/17/2023,AQS,371190041,3,4.2,ug/m3 LC,18,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/18/2023,AQS,371190041,3,3.5,ug/m3 LC,15,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/19/2023,AQS,371190041,3,5.4,ug/m3 LC,23,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/20/2023,AQS,371190041,3,8.3,ug/m3 LC,35,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/21/2023,AQS,371190041,3,6.2,ug/m3 LC,26,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/22/2023,AQS,371190041,3,8.7,ug/m3 LC,36,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/23/2023,AQS,371190041,3,9.5,ug/m3 LC,40,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/24/2023,AQS,371190041,3,5,ug/m3 LC,21,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/25/2023,AQS,371190041,3,4,ug/m3 LC,17,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/26/2023,AQS,371190041,3,8.2,ug/m3 LC,34,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/27/2023,AQS,371190041,3,7.3,ug/m3 LC,30,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
2/28/2023,AQS,371190041,3,10.1,ug/m3 LC,42,Garinger High School,1,100,88101,PM2.5 - Local Conditions,16740,"Charlotte-Concord-Gastonia, NC-SC",37,North Carolina,119,Mecklenburg,35.2401,-80.785683
