Date,Source,Site ID,POC,PM2,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
7/3/2023,AQS,371830014,5,17.1,ug/m3 LC,62,Millbrook School,1,100,88101,PM2.5 - Local Conditions,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
7/4/2023,AQS,371830014,5,15,ug/m3 LC,57,Millbrook School,1,100,88101,PM2.5 - Local Conditions,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
7/5/2023,AQS,371830014,5,11.4,ug/m3 LC,48,Millbrook School,1,100,88101,PM2.5 - Local Conditions,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
7/6/2023,AQS,371830014,5,10.4,ug/m3 LC,43,Millbrook School,1,100,88101,PM2.5 - Local Conditions,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
7/7/2023,AQS,371830014,5,11.8,ug/m3 LC,49,Millbrook School,1,100,88101,PM2.5 - Local Conditions,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
7/8/2023,AQS,371830014,5,11.3,ug/m3 LC,47,Millbrook School,1,100,88101,PM2.5 - Local Conditions,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
7/9/2023,AQS,371830014,5,8.2,ug/m3 LC,34,Millbrook School,1,100,88101,PM2.5 - Local Conditions,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
7/10/2023,AQS,371830014,5,7.4,ug/m3 LC,31,Millbrook School,1,100,88101,PM2.5 - Local Conditions,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
7/11/2023,AQS,371830014,5,10.3,ug/m3 LC,43,Millbrook School,1,100,88101,PM2.5 - Local Conditions,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
7/12/2023,AQS,371830014,5,13.6,ug/m3 LC,54,Millbrook School,1,100,88101,PM2.5 - Local Conditions,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
7/13/2023,AQS,371830014,5,12.8,ug/m3 LC,52,Millbrook School,1,100,88101,PM2.5 - Local Conditions,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
7/14/2023,AQS,371830014,5,6.9,ug/m3 LC,29,Millbrook School,1,100,88101,PM2.5 - Local Conditions,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
7/15/2023,AQS,371830014,5,8.4,ug/m3 LC,35,Millbrook School,1,100,88101,PM2.5 - Local Conditions,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
7/16/2023,AQS,371830014,5,7.6,ug/m3 LC,32,Millbrook School,1,100,88101,PM2.5 - Local Conditions,39580,"Raleigh, NC",37,North Carolina,183,Wake,35.856111,-78.574167
